=== Umbra Scalability Log for borrow on borrow (2 CPUs) ===
INFO:    [s] execution: (0.000010 min, 0.000010 max, 0.000010 median, 0.0% relMAD, 0.000010 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000117 min, 0.000117 max, 0.000117 median, 0.0% relMAD, 0.000117 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000006 min, 0.000006 max, 0.000006 median, 0.0% relMAD, 0.000006 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000003 min, 0.000003 max, 0.000003 median, 0.0% relMAD, 0.000003 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000002 min, 0.000002 max, 0.000002 median, 0.0% relMAD, 0.000002 avg, 0.000000 sdev)
INFO:    [s] execution: (0.000001 min, 0.000001 max, 0.000001 median, 0.0% relMAD, 0.000001 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000004 min, 0.000004 max, 0.000004 median, 0.0% relMAD, 0.000004 avg, 0.000000 sdev)
INFO:    [s] execution: (0.003481 min, 0.003481 max, 0.003481 median, 0.0% relMAD, 0.003481 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000174 min, 0.000174 max, 0.000174 median, 0.0% relMAD, 0.000174 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010505 min, 0.010505 max, 0.010505 median, 0.0% relMAD, 0.010505 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000037 min, 0.000037 max, 0.000037 median, 0.0% relMAD, 0.000037 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010472 min, 0.010472 max, 0.010472 median, 0.0% relMAD, 0.010472 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000025 min, 0.000025 max, 0.000025 median, 0.0% relMAD, 0.000025 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010497 min, 0.010497 max, 0.010497 median, 0.0% relMAD, 0.010497 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000023 min, 0.000023 max, 0.000023 median, 0.0% relMAD, 0.000023 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010554 min, 0.010554 max, 0.010554 median, 0.0% relMAD, 0.010554 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000026 min, 0.000026 max, 0.000026 median, 0.0% relMAD, 0.000026 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010544 min, 0.010544 max, 0.010544 median, 0.0% relMAD, 0.010544 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000026 min, 0.000026 max, 0.000026 median, 0.0% relMAD, 0.000026 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010528 min, 0.010528 max, 0.010528 median, 0.0% relMAD, 0.010528 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000025 min, 0.000025 max, 0.000025 median, 0.0% relMAD, 0.000025 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010585 min, 0.010585 max, 0.010585 median, 0.0% relMAD, 0.010585 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000022 min, 0.000022 max, 0.000022 median, 0.0% relMAD, 0.000022 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010496 min, 0.010496 max, 0.010496 median, 0.0% relMAD, 0.010496 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000055 min, 0.000055 max, 0.000055 median, 0.0% relMAD, 0.000055 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010508 min, 0.010508 max, 0.010508 median, 0.0% relMAD, 0.010508 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000021 min, 0.000021 max, 0.000021 median, 0.0% relMAD, 0.000021 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010431 min, 0.010431 max, 0.010431 median, 0.0% relMAD, 0.010431 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000116 min, 0.000116 max, 0.000116 median, 0.0% relMAD, 0.000116 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010397 min, 0.010397 max, 0.010397 median, 0.0% relMAD, 0.010397 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000072 min, 0.000072 max, 0.000072 median, 0.0% relMAD, 0.000072 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010363 min, 0.010363 max, 0.010363 median, 0.0% relMAD, 0.010363 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000146 min, 0.000146 max, 0.000146 median, 0.0% relMAD, 0.000146 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010505 min, 0.010505 max, 0.010505 median, 0.0% relMAD, 0.010505 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000156 min, 0.000156 max, 0.000156 median, 0.0% relMAD, 0.000156 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010442 min, 0.010442 max, 0.010442 median, 0.0% relMAD, 0.010442 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000207 min, 0.000207 max, 0.000207 median, 0.0% relMAD, 0.000207 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010472 min, 0.010472 max, 0.010472 median, 0.0% relMAD, 0.010472 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000216 min, 0.000216 max, 0.000216 median, 0.0% relMAD, 0.000216 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010456 min, 0.010456 max, 0.010456 median, 0.0% relMAD, 0.010456 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000192 min, 0.000192 max, 0.000192 median, 0.0% relMAD, 0.000192 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010384 min, 0.010384 max, 0.010384 median, 0.0% relMAD, 0.010384 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000205 min, 0.000205 max, 0.000205 median, 0.0% relMAD, 0.000205 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010523 min, 0.010523 max, 0.010523 median, 0.0% relMAD, 0.010523 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000197 min, 0.000197 max, 0.000197 median, 0.0% relMAD, 0.000197 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010447 min, 0.010447 max, 0.010447 median, 0.0% relMAD, 0.010447 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000216 min, 0.000216 max, 0.000216 median, 0.0% relMAD, 0.000216 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010486 min, 0.010486 max, 0.010486 median, 0.0% relMAD, 0.010486 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000197 min, 0.000197 max, 0.000197 median, 0.0% relMAD, 0.000197 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010340 min, 0.010340 max, 0.010340 median, 0.0% relMAD, 0.010340 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000394 min, 0.000394 max, 0.000394 median, 0.0% relMAD, 0.000394 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010252 min, 0.010252 max, 0.010252 median, 0.0% relMAD, 0.010252 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000358 min, 0.000358 max, 0.000358 median, 0.0% relMAD, 0.000358 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010249 min, 0.010249 max, 0.010249 median, 0.0% relMAD, 0.010249 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000516 min, 0.000516 max, 0.000516 median, 0.0% relMAD, 0.000516 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010246 min, 0.010246 max, 0.010246 median, 0.0% relMAD, 0.010246 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000382 min, 0.000382 max, 0.000382 median, 0.0% relMAD, 0.000382 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010187 min, 0.010187 max, 0.010187 median, 0.0% relMAD, 0.010187 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000515 min, 0.000515 max, 0.000515 median, 0.0% relMAD, 0.000515 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010210 min, 0.010210 max, 0.010210 median, 0.0% relMAD, 0.010210 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000545 min, 0.000545 max, 0.000545 median, 0.0% relMAD, 0.000545 avg, 0.000000 sdev)
INFO:    [s] execution: (0.010028 min, 0.010028 max, 0.010028 median, 0.0% relMAD, 0.010028 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000588 min, 0.000588 max, 0.000588 median, 0.0% relMAD, 0.000588 avg, 0.000000 sdev)
INFO:    [s] execution: (0.009947 min, 0.009947 max, 0.009947 median, 0.0% relMAD, 0.009947 avg, 0.000000 sdev, 1 scale, nan IPC, nan CPUs, nan GHz) compilation: (0.000773 min, 0.000773 max, 0.000773 median, 0.0% relMAD, 0.000773 avg, 0.000000 sdev)
